start_time,end_time,mean_accel_x_list,std_accel_x_list,min_accel_x_list,max_accel_x_list,median_accel_x_list,iqr_accel_x_list,rms_accel_x_list,energy_accel_x_list,mean_accel_y_list,std_accel_y_list,min_accel_y_list,max_accel_y_list,median_accel_y_list,iqr_accel_y_list,rms_accel_y_list,energy_accel_y_list,mean_accel_z_list,std_accel_z_list,min_accel_z_list,max_accel_z_list,median_accel_z_list,iqr_accel_z_list,rms_accel_z_list,energy_accel_z_list,mean_gyro_x_list,std_gyro_x_list,min_gyro_x_list,max_gyro_x_list,median_gyro_x_list,iqr_gyro_x_list,rms_gyro_x_list,energy_gyro_x_list,mean_gyro_y_list,std_gyro_y_list,min_gyro_y_list,max_gyro_y_list,median_gyro_y_list,iqr_gyro_y_list,rms_gyro_y_list,energy_gyro_y_list,mean_gyro_z_list,std_gyro_z_list,min_gyro_z_list,max_gyro_z_list,median_gyro_z_list,iqr_gyro_z_list,rms_gyro_z_list,energy_gyro_z_list,SMA_accel,SMA_gyro,activity
0.0,2.5,-0.6984389098748337,0.6754031114398499,-2.39888536503803,0.6312275392678256,-0.8627864621607562,0.39770231869014383,0.9702471807203659,164.7414285467682,-0.6175062162149504,0.5969790565712556,-2.3563630536173394,0.5916450399335356,-0.7454296691633094,0.3382960107353463,0.8577070834983145,128.7407521895573,0.862604244333772,0.7038701175871832,-0.21887333208873616,2.66263858460599,0.5931891171615958,0.42895234214432865,1.1120648264587136,216.42043119316355,-0.19303043882997395,0.7545779767338643,-3.5513682310289063,0.543623829047848,-0.026564938810940644,0.4665180827935542,0.7767850590816872,105.59412990219452,0.34663978364227704,0.33942347378109505,-0.1439251331084477,1.2318578866251553,0.22295033882051313,0.458594339911201,0.48446785346961396,41.074092682954685,0.4481747367520351,0.8745188029868664,-0.4893491870124425,2.6571352146628593,0.0500481389890378,0.9439453205025905,0.9804455834401637,168.22286986528155,2.512331987991903,1.42808108611821,1
1.0,3.5,-0.879488907423206,0.20179289344225318,-1.906492018088329,-0.5176902702814781,-0.8475306853856053,0.27776034956136997,0.9022138019201149,143.26219501002612,-0.7831859203614506,0.1718589356916387,-1.5025683598567037,-0.5682269968733662,-0.7588541140337597,0.13263351532004852,0.8017155757024582,113.12362412101062,0.5520352925249175,0.13742889327411295,0.30503792549212316,0.9337314345891543,0.5407979914035098,0.18336894015330085,0.5687902549272006,56.93993432162636,-0.003445197965426729,0.3493646296745682,-1.218777817061135,0.543623829047848,0.025270403721676507,0.4881161421821447,0.3483877378392347,21.361826794306126,0.28053519627527196,0.35658034443442266,-1.15283268091309,0.8649824146961946,0.2917394898071933,0.36687547192896086,0.45290959120603896,36.10236921393015,0.23878612379732092,0.6613166610683089,-1.1186460673475027,2.177670924883766,0.13994769332261786,0.7491629527798337,0.7013370475860335,86.5697631597382,2.214710120309574,1.1498931298895376,1
2.0,4.5,-0.8722204942355045,0.23871886832441344,-1.906492018088329,-0.4671883885430472,-0.8175451931034117,0.3345749665171047,0.9041231641161105,147.1389652604389,-0.7326316983868134,0.08184800263076498,-0.9548510091423333,-0.5682269968733662,-0.7148219348586828,0.14115803781278435,0.7371642176736319,97.81399508730802,0.5057978087790108,0.18198984894116546,0.01688673382265051,0.8813403088310685,0.5255172463907348,0.20956450303234375,0.537371125748471,51.97819082187223,0.032757730976387865,0.32160994167501933,-0.5967537066697293,1.1138125969066366,0.025270403721676507,0.33692972646201147,0.3223839263943892,18.707651279543327,0.2081734100900411,0.6311082745978289,-1.15283268091309,1.1401390186429152,0.33759892379831336,0.5503132078934413,0.6628884206172587,79.09579047391988,0.08292806858326383,0.6885912712784665,-1.4782442846818231,1.2187423453255783,0.2298472476561979,0.9933900753860596,0.6916652316462673,86.11214268029123,2.110650001401329,1.3814805386023232,1
3.0,5.5,-0.8838289128851023,0.27259374508442313,-1.906492018088329,-0.429311977239224,-0.845952501581279,0.40874960532042537,0.9246929505614826,157.33049771853047,-0.7498509808978163,0.10874714796199021,-0.9870696768314139,-0.5198989953397453,-0.7132110014742288,0.17720267228994324,0.757653063293708,105.62302223457445,0.4774445920493027,0.20486266572820847,0.01688673382265051,0.9075358717101113,0.5146024285244669,0.23576006591138676,0.5193206711284872,49.623688540887,0.08372602097992683,0.3337376610211397,-0.5449183641371121,1.5803306797001908,0.025270403721676507,0.36543916485495087,0.343198983673931,21.672539800646724,-0.006845303243686524,0.7843104045264924,-1.15283268091309,1.1401390186429152,0.05479908085307274,1.423935425424279,0.782206175746415,112.57975625315301,-0.16639480975974458,0.8206717974286615,-1.4782442846818231,1.3086418996591584,-0.21965052401170237,1.4833426465040707,0.8351820722280939,128.3453532539032,2.1111244858322213,1.6858233252748045,1
4.0,6.5,-0.8372091945156014,0.285933991797557,-1.3888477302694116,-0.34093368419696984,-0.8333270311466713,0.5113315526016131,0.8844434821774565,146.27893108207655,-0.7473248849097259,0.1343913116989087,-1.0031790106759542,-0.4232429922725034,-0.7615390030078497,0.21210622895311393,0.7592489217943713,107.79781902098617,0.4154235059663791,0.20956034113224045,0.01688673382265051,0.9075358717101113,0.436015739887338,0.3143467545485156,0.46503481960309073,40.4401307038932,0.09588566313442634,0.4052872020264368,-0.5967537066697293,1.5803306797001908,-0.026564938810940644,0.41468274026093715,0.41541953855403696,32.27122449332796,0.18350795575328413,0.7698195993021131,-1.15283268091309,1.1401390186429152,0.4063880747849935,1.5592207556980835,0.7893847493699717,116.52498883458598,0.02765337478561928,0.8749213081271451,-1.2984451760146627,1.3086418996591584,0.13994769332261786,1.6631417551712309,0.8730168896437261,142.5236375557995,1.9999575853917064,1.793501959610736,1
5.0,7.5,-0.6487546776502631,0.9128687955689198,-4.57046627979056,4.898636546165239,-0.7323232676698096,0.6186480512957788,1.1179458480764368,236.21275173472392,-0.7291072488922539,1.1497586479544202,-6.544789853197819,5.939943876320915,-0.7132110014742288,0.3544053445798865,1.3588774452525265,348.9975552198303,0.1897913089105135,1.5169075061578077,-6.558199548817134,10.573698574076968,0.30503792549212316,0.432226787504209,1.5247473481369946,439.3974958980007,0.016082657823038016,0.447794526187131,-1.0632717894632837,1.4766599946349566,-0.07840028134355778,0.4319611877718095,0.4468977931413138,37.74663349025495,0.1261359781725929,0.7016414746371306,-1.15283268091309,1.1401390186429152,0.3146692068027533,1.1923452837691226,0.7110599679353735,95.55958654204807,0.03577836845989812,0.969247503735019,-1.9277420563497232,1.9379387799942192,-0.03985141534454226,1.9777901953387609,0.967341836843425,176.8567933391386,2.5934543537976618,1.8172261724004453,1
6.0,8.5,0.15657160594500505,1.2309426615212111,-4.57046627979056,4.898636546165239,-0.16891164952543947,1.9510034250345707,1.2375377219819739,281.79592885241334,-0.15525021565218894,1.372762693100606,-6.544789853197819,5.939943876320915,0.07614635690824591,1.3088833748688995,1.3778019872122431,349.29425013774517,-0.33362128687410925,1.6641323103780006,-6.558199548817134,10.573698574076968,-0.20577555064921466,1.3206929618184162,1.692805000136246,527.2683334014748,0.2803622660221375,0.6715392103142024,-1.1669424745285177,3.2390616407439397,0.18966249003940516,0.7678110112643914,0.726028246656501,96.98953074953279,-0.019556342012964373,0.807227711032102,-5.738776080025101,1.5987333585541164,0.03951260285603269,1.0283978072508684,0.8052686716421716,119.31620456921596,-0.1695706092334852,1.0988193954238916,-3.0065367083526837,2.027838334327799,-0.21965052401170237,1.7125865100547,1.1088716231684137,226.24571490694,2.9392605613551583,2.0252529576211473,1
7.0,9.5,0.9095459206716092,1.0659643469067566,-4.57046627979056,4.898636546165239,1.2372501201289965,0.32826223129980103,1.399026797703647,354.2669525054188,0.30448058883182677,1.3436997487348463,-6.544789853197819,5.939943876320915,0.5916450399335356,0.12887467075632242,1.3741405114839715,341.775448299559,-0.7490802083725698,1.6092452725180735,-6.558199548817134,10.573698574076968,-0.8790015166406188,0.32744453598803713,1.7710121215617605,567.7035921840825,-0.3773126502298514,1.918962942905944,-11.222998925856245,4.172097806331049,0.06673867774777023,1.5939367828779774,1.9504970538691757,688.6034150445724,-0.6834702418603276,1.8513708549193264,-8.857217591421268,2.0573276984653175,-0.1439251331084477,2.0545026428021806,1.968697219175832,701.5141420831084,0.098971377120848,1.2226379388251998,-3.9055322516884847,3.91572897533298,0.13994769332261786,1.5582589417820545,1.2232661439416175,270.8447906633967,3.4015190369214894,3.4324642129257033,1
8.0,10.5,1.1441518077529942,0.20541987491206462,0.7701077140485106,1.5907632922980133,1.2246246496943891,0.22725846782293924,1.1623457101056547,244.53960651398438,0.7019479924823402,0.24637878231062246,0.22113036150910861,1.2199090598706073,0.5996997068558058,0.3995114793445995,0.7437056646083289,100.11075891826341,-0.720472531047943,0.33035954861325384,-1.3190869730085408,0.25264679973403725,-0.8475668411857674,0.45842235038325185,0.7922216420425214,113.59833855181935,-0.3605950363053126,1.8944859137298673,-11.222998925856245,4.172097806331049,0.07710574625429366,0.6738594529240228,1.9233503330154318,669.5690471354136,-0.6938582904439514,1.8218305599801279,-8.857217591421268,2.0573276984653175,0.1312314708382729,1.742658491662564,1.9447798158208458,684.5725042963735,0.15286144145893327,0.9946311278986717,-3.9055322516884847,3.91572897533298,-0.03985141534454226,0.8090959890022205,1.0035895596766984,182.30175277686453,2.5791366865396816,2.8459526049054285,1
9.0,11.5,0.9496684101411472,0.2312469972210763,0.34084171927184775,1.5907632922980133,0.8584860070907647,0.42421580660282,0.977266504079122,172.86401741910015,0.9193320308110409,0.2829454476034111,0.22113036150910861,1.3004557290933088,1.0910343891142849,0.5316080168698298,0.96165856680242,167.38648303791172,-0.6416639278818201,0.2751439535270439,-1.3190869730085408,-0.11409108057256433,-0.5444467564425559,0.4715201318227735,0.6978671336904508,88.15035506764394,-0.1827869241785796,1.4326110422288294,-11.222998925856245,4.172097806331049,0.07710574625429366,0.08639223755436191,1.4402938494949806,375.47479349364573,0.05800839667565574,0.7081276122283479,-4.087836456344776,2.0573276984653175,0.1312314708382729,0.0,0.7085473001105432,90.86910904540318,-0.025447619346344343,0.3873229404166193,-1.9277420563497232,1.3985414539927388,-0.03985141534454226,0.0,0.3870888876172777,27.120643051937442,2.5106643688340085,1.0316943612629021,1
